date,movie_cd,movie_nm,open_dt,seat_occupancy_pct,seat_sell_ratio_pct,seat_cnt,sales_amt,sales_amt_acc,audi_cnt,audi_cnt_acc
20260206,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,27.5,0.1,1409,2462500,2288357170,388,263960
20260206,20020234,반지의 제왕 : 두 개의 탑,2002-12-19,12.0,0.1,2778,4667040,725825270,333,54973
20260206,20256397,원 배틀 애프터 어나더,2025-10-01,3.6,0.4,8449,3139900,5717615710,302,537181
20260206,20010083,반지의 제왕 : 반지원정대,2001-12-31,10.5,0.1,2778,3886190,704371520,291,53545
20260206,20227810,에반게리온 신극장판: Q,2022-10-14,15.7,0.1,1644,2526200,167167017,258,16034
20260206,20249624,프로젝트 Y,2026-01-21,3.6,0.3,6874,2266440,1366101820,248,139911
20260206,20250299,고고다이노 극장판: 곤충세계 대모험,2026-01-14,9.4,0.1,2268,1546000,352692800,214,39536
20260206,20250365,햄넷,2026-02-25,7.2,0.1,2431,1682500,6435400,174,646
20260206,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,45.8,0.0,360,1091000,1141159650,165,126674
20260206,20236556,"주사위놀이, 마불 세계여행",2024-01-03,54.7,0.0,214,702000,54395000,117,9059
20260206,20250188,하트맨,2026-01-14,2.9,0.2,3640,982500,2295709570,104,246585
20260206,20258325,스노우 폭스 : 마법의 돌을 찾아서,2026-01-10,57.2,0.0,173,785000,132693200,99,19964
20260206,19970157,로스트 하이웨이,1997-05-10,15.6,0.0,578,1075500,43938022,90,4700
20260206,20261181,너자 2,2026-02-25,100.0,0.0,64,768000,22978000,64,1454
20260206,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,7.8,0.0,808,606000,4619767960,63,486287
20260206,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,15.9,0.0,339,348000,4092000,54,542
20260206,20250334,당신이 영화를 그만두면 안 되는 30가지 이유,2026-02-04,3.4,0.1,1516,416000,2881000,52,334
20260206,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,3.7,0.1,1147,430300,8346222990,42,861333
20260206,20259641,송 썽 블루,2026-01-14,9.3,0.0,419,336000,110026000,39,14310
20260206,20258324,731,2026-01-21,7.5,0.0,508,354500,289120700,38,31235
20260206,20253106,핑크퐁 공룡 유치원,2025-03-08,52.9,0.0,70,240500,3026500,37,450
20260206,20225637,뿌까의 짜장면파티,2022-07-04,26.6,0.0,109,174000,254406500,29,42220
20260206,20241101,호랑님의 생일날,2024-10-04,29.0,0.0,100,174000,29689000,29,4914
20260206,19950130,트윈 픽스,1995-03-25,5.7,0.0,384,249500,34007982,22,3494
20260206,20253060,본회퍼: 목사.스파이.암살자,2025-04-09,40.4,0.0,52,231000,169710600,21,16991
20260206,20242541,룩백,2024-09-05,12.6,0.0,151,138000,3153793904,19,328203
20260206,20255381,위키드: 포 굿,2025-11-19,14.7,0.0,102,158800,9926856000,15,972754
20260206,20060171,이레이저 헤드,1996-07-13,12.0,0.0,108,147100,35604500,13,3713
20260206,20261598,프로젝트 아스트로,2026-02-05,6.0,0.0,166,60000,687000,10,83
20260206,19960103,라스베가스를 떠나며,1996-03-01,4.4,0.0,90,44000,46706200,4,4622
20260206,20070458,냉정과 열정사이,2003-10-10,7.7,0.0,52,40000,456601600,4,56856
20260206,20050097,올리브나무사이로,1997-08-23,6.0,0.0,50,30000,7834000,3,971
20260206,20113535,부러진 화살,2012-01-18,5.1,0.0,59,29000,25938260113,3,3460343
20260206,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,5.9,0.0,34,14000,771266690,2,86374
20260206,20000089,철도원,2000-02-04,2.5,0.0,40,8000,168341330,1,17342
20260206,20261252,남편 대신 아들과 물빼는 새엄마 무삭제판,2026-02-06,1.2,0.0,83,6000,6000,1,1
20260206,20261272,란제리 구멍 벌려준 츤데레 여상사,2026-02-06,1.2,0.0,83,6000,6000,1,1
20260206,20261273,비키니 여대생 조개 수집,2026-02-06,1.2,0.0,83,6000,6000,1,1
20260206,20261271,젖큰 수영강사 수영복 사이로 삽입,2026-02-06,1.2,0.0,83,6000,6000,1,1
20260206,20259662,러브 인 베트남,2026-01-21,0.0,0.0,51,0,3621500,0,385
20260205,20252432,주토피아 2,2025-11-26,10.4,0.7,14188,13194000,82546288220,1479,8577166
20260205,20250686,하우스메이드,2026-01-28,4.1,1.7,33330,13411700,532797340,1372,58389
20260205,20250644,직장상사 길들이기,2026-01-28,4.7,1.5,29409,12196300,620756110,1370,66316
20260205,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,7.8,0.9,17064,11351500,2698236970,1326,301676
20260205,20261041,스트레이 키즈 : 더 도미네이트 익스피리언스,2026-02-04,4.2,1.6,31443,34080000,111654000,1317,4346
20260205,20250563,정글비트 2,2026-01-29,21.2,0.2,4543,6393500,137107220,965,17118
20260205,20261304,언더닌자,2026-02-05,9.7,0.4,8792,4297600,4297600,853,853
20260205,20250839,영원,2026-02-04,2.7,1.2,24630,6521330,23575970,672,2345
20260205,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,34.9,0.1,1904,4707500,2285894670,665,263572
20260205,20250365,햄넷,2026-02-25,10.4,0.2,4523,4752900,4752900,472,472
20260205,20254602,씨너스: 죄인들,2025-05-28,4.4,0.4,8470,3932400,985207940,370,84760
20260205,20258325,스노우 폭스 : 마법의 돌을 찾아서,2026-01-10,47.6,0.0,738,2329000,131908200,351,19865
20260205,20258885,프라이메이트,2026-01-28,3.8,0.4,8727,3589100,327624820,328,35465
20260205,20256757,극장판 체인소 맨: 레제편,2025-09-24,9.2,0.2,3501,3651800,36221594760,322,3445548
20260205,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,12.6,0.1,2036,3562380,4952421590,256,744484
20260205,20256397,원 배틀 애프터 어나더,2025-10-01,3.3,0.4,7282,2507000,5714475810,240,536879
20260205,20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,42.4,0.0,559,1659000,1617577999,237,175124
20260205,20020234,반지의 제왕 : 두 개의 탑,2002-12-19,11.5,0.1,2036,3187390,721158230,235,54640
20260205,20010083,반지의 제왕 : 반지원정대,2001-12-31,11.3,0.1,2036,3017680,700485330,230,53254
20260205,20249624,프로젝트 Y,2026-01-21,3.1,0.4,7011,2001900,1363835380,220,139663
20260205,20250334,당신이 영화를 그만두면 안 되는 30가지 이유,2026-02-04,9.0,0.1,2009,1657000,2465000,181,282
20260205,20250299,고고다이노 극장판: 곤충세계 대모험,2026-01-14,7.8,0.1,1957,1160000,351146800,152,39322
20260205,20250188,하트맨,2026-01-14,2.6,0.2,3709,866000,2294727070,98,246481
20260205,20227810,에반게리온 신극장판: Q,2022-10-14,3.7,0.1,2552,923500,164640817,95,15776
20260205,20261598,프로젝트 아스트로,2026-02-05,5.5,0.1,1330,627000,627000,73,73
20260205,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,6.3,0.1,1124,590500,8345792690,71,861291
20260205,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,39.7,0.0,179,390200,771252690,71,86372
20260205,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,9.0,0.0,747,539100,4619161960,67,486224
20260205,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,38.5,0.0,130,350000,1140068650,50,126509
20260205,20259641,송 썽 블루,2026-01-14,10.8,0.0,390,340000,109690000,42,14271
20260205,20258324,731,2026-01-21,5.3,0.0,514,239500,288766200,27,31197
20260205,20225637,뿌까의 짜장면파티,2022-07-04,15.6,0.0,109,102000,254232500,17,42191
20260205,20242541,룩백,2024-09-05,9.4,0.0,149,107000,3153655904,14,328184
20260205,20255381,위키드: 포 굿,2025-11-19,9.8,0.0,102,106800,9926697200,10,972739
20260205,20050097,올리브나무사이로,1997-08-23,17.3,0.0,52,90000,7804000,9,968
20260205,20000089,철도원,2000-02-04,13.8,0.0,58,53000,168333330,8,17341
20260205,20050096,그리고 삶은 계속된다,1998-03-14,9.6,0.0,52,50000,6126500,5,758
20260205,20070458,냉정과 열정사이,2003-10-10,9.6,0.0,52,50000,456561600,5,56852
20260205,20170841,리틀 포레스트,2018-02-28,5.4,0.0,92,48000,11965810355,5,1511266
20260205,20261104,클라이밍: 더 사운드,2026-01-22,9.4,0.0,53,30000,807000,5,103
20260205,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,1.4,0.0,218,21000,3746129530,3,369346
20260205,20249326,윗집 사람들,2025-12-03,1.7,0.0,60,11000,5313388900,1,549368
20260205,20261250,부장님의 비서가 된 귀여운 내 아내 무삭제판,2026-02-05,1.2,0.0,83,6000,6000,1,1
20260205,20212413,수궁,2026-01-01,2.8,0.0,36,6000,1118000,1,216
20260205,20261267,스무살 여대생 두번째 AV경험,2026-02-05,1.2,0.0,83,6000,6000,1,1
20260205,20261270,친구엄마의 떡 맛,2026-02-05,1.2,0.0,83,6000,6000,1,1
20260205,20261248,푹 절은 D컵 자위녀 온천 판타지,2026-02-05,1.2,0.0,83,6000,6000,1,1
20260218,20242837,왕과 사는 남자,2026-02-04,60.1,47.2,1087738,6353617930,40426574560,653634,4174851
20260218,20241266,휴민트,2026-02-11,29.1,27.5,634683,1884910650,12977203880,184951,1284806
20260218,20247457,신의악단,2025-12-31,39.8,3.3,76806,298928880,12411497880,30600,1299198
20260218,20252373,넘버원,2026-02-11,25.9,4.4,101694,261584930,1809447650,26301,187845
20260218,20261208,귀신 부르는 앱: 영,2026-02-18,46.3,1.7,39484,187822700,192302700,18263,18903
20260218,20261150,점보,2026-02-18,27.1,2.0,46665,114833230,130123700,12648,14169
20260218,20249255,만약에 우리,2025-12-31,21.5,1.7,39497,88348200,25190407900,8477,2571906
20260218,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,34.2,1.1,24707,82022950,1956025780,8450,198477
20260218,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,67.0,0.5,11686,80727100,531427900,7831,50217
20260218,20250840,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,2026-02-12,14.3,1.2,28691,40620200,205970000,4101,21127
20260217,20242837,왕과 사는 남자,2026-02-04,58.4,48.0,1132310,6574650470,34072956630,661439,3521217
20260217,20241266,휴민트,2026-02-11,29.7,30.5,718919,2199712250,11092293230,213403,1099855
20260217,20247457,신의악단,2025-12-31,44.5,3.2,75639,340532730,12112569000,33635,1268598
20260217,20252373,넘버원,2026-02-11,19.9,4.7,109796,209720820,1547862720,21897,161544
20260217,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,26.0,1.2,27730,72149080,1874002830,7197,190027
20260217,20249255,만약에 우리,2025-12-31,15.2,2.0,46152,74221480,25102059700,7021,2563429
20260217,20257823,폭풍의 언덕,2026-02-11,9.6,1.9,45373,42274200,441920300,4354,44293
20260217,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,13.4,1.3,31650,35550300,364076500,4237,46280
20260217,20250878,노 머시: 90분,2026-02-04,17.5,0.7,15460,26405460,898677500,2702,93623
20260217,20252432,주토피아 2,2025-11-26,24.5,0.4,10482,26360300,82810844690,2570,8604180
20260216,20242837,왕과 사는 남자,2026-02-04,51.3,44.1,1046463,5301151370,27498306160,537175,2859778
20260216,20241266,휴민트,2026-02-11,23.3,33.0,782650,1846543770,8892580980,182655,886452
20260216,20247457,신의악단,2025-12-31,44.5,2.9,67898,306602500,11772036270,30221,1234963
20260216,20252373,넘버원,2026-02-11,18.7,5.1,120451,222429690,1338141900,22493,139647
20260216,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,22.6,1.4,33438,75806800,1801853750,7568,182830
20260216,20249255,만약에 우리,2025-12-31,15.2,2.1,49005,79529640,25027838220,7451,2556408
20260216,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,12.8,1.5,35242,39134200,328526200,4503,42043
20260216,20257823,폭풍의 언덕,2026-02-11,8.3,2.0,48620,40592120,399646100,4022,39939
20260216,20250840,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,2026-02-12,10.2,1.5,35325,35494200,142863600,3602,14809
20260216,20250878,노 머시: 90분,2026-02-04,18.6,0.7,15645,28276900,872272040,2913,90921
20260215,20242837,왕과 사는 남자,2026-02-04,48.1,40.5,966451,4549624530,22197154790,465254,2322603
20260215,20241266,휴민트,2026-02-11,24.6,34.8,830698,2084305370,7046037210,204552,703797
20260215,20252373,넘버원,2026-02-11,18.2,6.1,144691,258032720,1115712210,26374,117154
20260215,20247457,신의악단,2025-12-31,30.5,2.6,61622,192778050,11465433770,18816,1204742
20260215,20249255,만약에 우리,2025-12-31,18.1,2.2,52096,99193940,24948308580,9449,2548957
20260215,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,18.3,1.6,37033,67293100,1726046950,6781,175262
20260215,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,15.0,1.5,35104,42544400,289392000,5253,37540
20260215,20257823,폭풍의 언덕,2026-02-11,8.9,2.3,54289,49349550,359053980,4804,35917
20260215,20250878,노 머시: 90분,2026-02-04,21.9,0.7,17021,33463350,843995140,3724,88008
20260215,20250840,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,2026-02-12,10.0,1.5,35233,34652700,107369400,3523,11207
20260214,20242837,왕과 사는 남자,2026-02-04,39.1,38.4,915098,3489757500,17647530260,357886,1857349
20260214,20241266,휴민트,2026-02-11,22.6,36.2,861245,1969734780,4961731840,194546,499245
20260214,20252373,넘버원,2026-02-11,17.8,6.0,143949,248475220,857679490,25550,90780
20260214,20247457,신의악단,2025-12-31,26.2,2.8,66430,173118490,11272655720,17415,1185926
20260214,20249255,만약에 우리,2025-12-31,21.4,2.1,49617,111759750,24849114640,10620,2539508
20260214,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,16.8,1.7,39930,64188770,1658753850,6702,168481
20260214,20257823,폭풍의 언덕,2026-02-11,11.3,2.4,57159,65717500,309704430,6450,31113
20260214,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,17.6,1.4,34189,45276000,246847600,6012,32287
20260214,20250840,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,2026-02-12,9.9,1.5,36554,35248400,72716700,3618,7684
20260214,20250878,노 머시: 90분,2026-02-04,17.4,0.8,18438,30009770,810531790,3209,84284
20260213,20242837,왕과 사는 남자,2026-02-04,18.8,32.1,711924,1295622220,14157772760,133573,1499463
20260213,20241266,휴민트,2026-02-11,10.4,39.7,881601,917939650,2991997060,91891,304699
20260213,20252373,넘버원,2026-02-11,8.0,7.9,175602,130458980,609204270,13978,65230
20260213,20247457,신의악단,2025-12-31,13.6,3.0,65907,87732600,11099537230,8978,1168511
20260213,20249255,만약에 우리,2025-12-31,14.5,2.5,56391,88862260,24737354890,8177,2528888
20260213,20257823,폭풍의 언덕,2026-02-11,7.8,3.4,75898,57960650,243986930,5885,24663
20260213,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,8.7,2.8,62858,53879320,1594565080,5467,161779
20260213,20250878,노 머시: 90분,2026-02-04,15.7,0.9,19451,26739970,780522020,3047,81075
20260213,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,23.6,0.6,12276,31130500,375607800,2894,35268
20260213,20161872,너의 이름은.,2017-01-04,69.6,0.1,2008,15296520,32554068007,1397,3966761
20260212,20242837,왕과 사는 남자,2026-02-04,14.6,27.3,576746,775585340,12862150540,83916,1365890
20260212,20241266,휴민트,2026-02-11,8.9,43.2,912336,766996380,2074057410,81183,212808
20260212,20252373,넘버원,2026-02-11,7.7,8.5,180533,123347500,478745290,13932,51252
20260212,20247457,신의악단,2025-12-31,12.7,3.2,68101,80086880,11011804630,8661,1159533
20260212,20257823,폭풍의 언덕,2026-02-11,8.2,3.9,82870,62782790,186026280,6778,18778
20260212,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,9.9,3.2,68261,62731500,1540685760,6751,156312
20260212,20249255,만약에 우리,2025-12-31,10.8,2.7,57141,62069000,24648492630,6189,2520711
20260212,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,27.7,0.6,12240,34488400,344477300,3390,32374
20260212,20250878,노 머시: 90분,2026-02-04,13.0,1.0,21513,23687200,753782050,2802,78028
20260212,20250840,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,2026-02-12,7.0,1.0,20901,11847400,29748000,1463,3259
20260218,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,17.3,1.0,22191,34954300,399030800,3836,50116
20260218,20257823,폭풍의 언덕,2026-02-11,10.6,1.2,28495,30505280,472425580,3025,47318
20260218,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,21.9,0.5,11315,22733000,3005992110,2474,334678
20260218,20252432,주토피아 2,2025-11-26,27.6,0.4,8050,22026200,82832870890,2225,8606405
20260218,20250181,영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제2장,2026-02-18,14.9,0.6,14883,23142660,33627660,2220,2936
20260218,20256396,아바타: 불과 재,2025-12-17,57.1,0.1,2562,15316240,78838433640,1464,6738431
20260218,20250878,노 머시: 90분,2026-02-04,18.3,0.3,6401,11896400,910573900,1174,94797
20260218,20161872,너의 이름은.,2017-01-04,49.5,0.1,2188,11939800,32598636207,1084,3970715
20260218,20261185,아웃 오브 네스트,2026-02-13,9.3,0.4,8465,6709600,60070200,784,6777
20260218,20190280,날씨의 아이,2019-10-30,44.9,0.0,1254,6113860,7651314362,563,890075
20260218,20261041,스트레이 키즈 : 더 도미네이트 익스피리언스,2026-02-04,24.7,0.1,1771,10950000,577223000,438,22477
20260218,20254602,씨너스: 죄인들,2025-05-28,42.8,0.0,870,4325300,1016880240,372,87597
20260218,20250839,영원,2026-02-04,12.3,0.1,2497,3169300,144322130,306,15525
20260218,20256397,원 배틀 애프터 어나더,2025-10-01,34.3,0.0,787,3034900,5733625580,270,538697
20260218,20256757,극장판 체인소 맨: 레제편,2025-09-24,19.0,0.0,1154,2803600,36266161150,219,3449602
20260218,20258285,프랑켄슈타인,2025-10-22,21.2,0.0,870,2103800,245290690,184,24953
20260218,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,25.0,0.0,580,1381100,4634924560,145,487858
20260218,20250112,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,2026-01-28,8.0,0.1,1301,1087500,184079660,104,18496
20260218,20250299,고고다이노 극장판: 곤충세계 대모험,2026-01-14,16.1,0.0,584,922500,372191200,94,41590
20260218,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,5.7,0.0,1155,621340,2295729910,66,264819
20260218,20259641,송 썽 블루,2026-01-14,25.2,0.0,222,499000,111958500,56,14551
20260218,20250644,직장상사 길들이기,2026-01-28,35.5,0.0,155,607500,708838400,55,75221
20260218,20250686,하우스메이드,2026-01-28,22.0,0.0,241,596500,628376690,53,67907
20260218,20247690,시스터,2026-01-28,3.3,0.1,1591,548500,583703780,52,69995
20260218,19940364,마리아 브라운의 결혼,1994-10-29,19.6,0.0,138,273000,2410000,27,262
20260218,20242541,룩백,2024-09-05,28.4,0.0,88,193000,3155386704,25,328402
20260218,20260935,더 로즈: 컴 백 투 미,2026-02-14,1.8,0.0,1032,475000,23575000,19,1003
20260218,20250188,하트맨,2026-01-14,4.3,0.0,424,202000,2303346770,18,247563
20260218,20000089,철도원,2000-02-04,13.9,0.0,72,50000,168467330,10,17363
20260218,20250563,정글비트 2,2026-01-29,5.2,0.0,116,30000,168735020,6,21673
20260218,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2.6,0.0,190,60000,3746514510,5,369378
20260218,20249624,프로젝트 Y,2026-01-21,3.4,0.0,147,53000,1373543060,5,140720
20260218,20212413,수궁,2026-01-01,11.1,0.0,36,27000,1150000,4,221
20260218,2025A371,로스트 호라이즌,2026-02-13,2.9,0.0,70,66000,957000,2,83
20260218,20261304,언더닌자,2026-02-05,2.3,0.0,88,18000,16122120,2,3183
20260217,20250840,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,2026-02-12,7.7,1.2,28851,22486200,165349800,2217,17026
20260217,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,13.7,0.5,12658,16831700,2983259110,1729,332204
20260217,20256396,아바타: 불과 재,2025-12-17,58.9,0.1,2489,15601400,78823117400,1466,6736967
20260217,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,8.9,0.4,10605,10028400,450700800,948,42386
20260217,20261185,아웃 오브 네스트,2026-02-13,8.3,0.4,10195,7873800,53360600,849,5993
20260217,20250839,영원,2026-02-04,20.1,0.2,4119,5653570,141152830,828,15219
20260217,20161872,너의 이름은.,2017-01-04,47.7,0.1,1566,8662900,32586696407,747,3969631
20260217,20261041,스트레이 키즈 : 더 도미네이트 익스피리언스,2026-02-04,5.7,0.4,8503,12075000,566273000,483,22039
20260217,20190280,날씨의 아이,2019-10-30,28.5,0.0,1167,3891250,7645200502,333,889512
20260217,20250365,햄넷,2026-02-25,44.4,0.0,691,3481000,38048820,307,3679
20260217,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,17.9,0.0,580,1055500,4633543460,104,487713
20260217,20256757,극장판 체인소 맨: 레제편,2025-09-24,11.1,0.0,871,1115500,36263357550,97,3449383
20260217,20250686,하우스메이드,2026-01-28,55.8,0.0,174,1088500,627780190,97,67854
20260217,20254602,씨너스: 죄인들,2025-05-28,24.0,0.0,387,1045000,1012554940,93,87225
20260217,20250112,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,2026-01-28,6.9,0.0,884,624500,182992160,61,18392
20260217,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,6.0,0.0,956,574500,2295108570,57,264753
20260217,20256320,부고니아,2025-11-05,12.5,0.0,352,481600,738543500,44,73628
20260217,20250299,고고다이노 극장판: 곤충세계 대모험,2026-01-14,6.4,0.0,544,322500,371268700,35,41496
20260217,20250644,직장상사 길들이기,2026-01-28,17.5,0.0,189,371500,708230900,33,75166
20260217,20050209,불안은 영혼을 잠식한다,1997-11-22,18.8,0.0,138,256000,15069000,26,1904
20260217,20260935,더 로즈: 컴 백 투 미,2026-02-14,2.4,0.0,955,575000,23100000,23,984
20260217,20247690,시스터,2026-01-28,4.5,0.0,515,252000,583155280,23,69943
20260217,20250188,하트맨,2026-01-14,2.9,0.0,758,182800,2303144770,22,247545
20260217,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,9.0,0.0,190,215980,3746454510,17,369373
20260217,20242541,룩백,2024-09-05,17.1,0.0,88,114000,3155193704,15,328377
20260217,20258285,프랑켄슈타인,2025-10-22,16.7,0.0,84,156900,243186890,14,24769
20260217,20250563,정글비트 2,2026-01-29,8.6,0.0,116,56000,168705020,10,21667
20260217,20259641,송 썽 블루,2026-01-14,8.5,0.0,59,39000,111459500,5,14495
20260217,20070458,냉정과 열정사이,2003-10-10,4.4,0.0,90,44000,457237600,4,56917
20260217,2025A371,로스트 호라이즌,2026-02-13,2.9,0.0,70,66000,891000,2,81
20260217,20261099,관음증-팬션방 여자들,2026-02-17,1.2,0.0,83,6000,6000,1,1
20260217,20261242,폭주하는 일본 아줌마:일단 싸고 시작,2026-02-17,1.2,0.0,83,6000,6000,1,1
20260216,20252432,주토피아 2,2025-11-26,26.0,0.4,10640,27991440,82784484390,2761,8601610
20260216,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,14.5,0.6,15144,20719400,2966427410,2193,330475
20260216,20256396,아바타: 불과 재,2025-12-17,58.1,0.1,2320,14074780,78807516000,1347,6735501
20260216,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,11.1,0.5,12049,13912200,440672400,1340,41438
20260216,20261185,아웃 오브 네스트,2026-02-13,9.5,0.5,11642,9822600,45486800,1110,5144
20260216,20250839,영원,2026-02-04,19.1,0.2,4509,6327520,135499260,862,14391
20260216,20161872,너의 이름은.,2017-01-04,53.1,0.1,1568,9542700,32578033507,833,3968884
20260216,20261041,스트레이 키즈 : 더 도미네이트 익스피리언스,2026-02-04,6.9,0.3,8126,14075000,554198000,563,21556
20260216,20190280,날씨의 아이,2019-10-30,31.7,0.0,912,3128670,7641309252,289,889179
20260216,20256757,극장판 체인소 맨: 레제편,2025-09-24,17.6,0.0,1034,1859500,36262242050,182,3449286
20260216,20256397,원 배틀 애프터 어나더,2025-10-01,36.0,0.0,433,1597000,5730590680,156,538427
20260216,20258285,프랑켄슈타인,2025-10-22,19.8,0.0,717,1734500,243029990,142,24755
20260216,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,11.1,0.0,1053,1122000,4632487960,117,487609
20260216,20250112,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,2026-01-28,6.4,0.1,1541,1032400,182367660,98,18331
20260216,20250686,하우스메이드,2026-01-28,24.9,0.0,349,954100,626691690,87,67757
20260216,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,5.4,0.1,1580,809900,2294534070,85,264696
20260216,20250644,직장상사 길들이기,2026-01-28,27.5,0.0,189,495500,707859400,52,75133
20260216,20250299,고고다이노 극장판: 곤충세계 대모험,2026-01-14,5.2,0.0,946,444000,370946200,49,41461
20260216,20260935,더 로즈: 컴 백 투 미,2026-02-14,3.8,0.0,1179,1125000,22525000,45,961
20260216,20254602,씨너스: 죄인들,2025-05-28,33.3,0.0,132,446000,1011509940,44,87132
20260216,20246777,더 폴: 디렉터스 컷,2024-12-25,90.0,0.0,40,288000,1966120100,36,190204
20260216,20250563,정글비트 2,2026-01-29,13.0,0.0,238,184000,168649020,31,21657
20260216,20247690,시스터,2026-01-28,4.6,0.0,605,308000,582903280,28,69920
20260216,20209654,헤어질 결심,2022-06-29,50.0,0.0,40,220000,19802190678,20,1910510
20260216,20256320,부고니아,2025-11-05,5.8,0.0,293,201000,738061900,17,73584
20260216,20070458,냉정과 열정사이,2003-10-10,13.3,0.0,90,124000,457193600,12,56913
20260216,20259641,송 썽 블루,2026-01-14,13.9,0.0,72,76000,111420500,10,14490
20260216,20250188,하트맨,2026-01-14,1.5,0.0,613,98000,2302961970,9,247523
20260216,20050097,올리브나무사이로,1997-08-23,18.0,0.0,50,90000,8379000,9,1027
20260216,19960103,라스베가스를 떠나며,1996-03-01,17.3,0.0,52,87000,47048200,9,4659
20260216,20242541,룩백,2024-09-05,9.1,0.0,88,59000,3155079704,8,328362
20260216,20250365,햄넷,2026-02-25,4.0,0.0,151,72000,34567820,6,3372
20260216,20249624,프로젝트 Y,2026-01-21,2.6,0.0,190,56500,1373490060,5,140715
20260216,20261304,언더닌자,2026-02-05,3.4,0.0,88,19000,16104120,3,3181
20260216,2025A371,로스트 호라이즌,2026-02-13,2.9,0.0,70,66000,825000,2,79
20260216,20255184,대물 부장 : 빼앗긴 아내,2026-02-16,0.7,0.0,146,6000,6000,1,1
20260216,20254756,상사 아내의 길들여진 성욕 2,2026-02-16,0.7,0.0,146,6000,6000,1,1
20260215,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,16.9,0.7,17039,27928200,2945708010,2875,328282
20260215,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,18.0,0.5,12487,24062000,426760200,2246,40098
